step,sec,dump
147,0.797,Nsync-grv=     41417 Nsync-hyd=      9317  :::::rrDe****************************************tttttttttttxxxxxxxXXXXXXXXC9H[++++++++++++++++++++++++""""oo???A)K17F--
148,8.119,Nsync-grv=   1007878 Nsync-hyd=    581795  r*****************************************ttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXeeeEccCJ9999999HHHHH[[[yyy++"??A00001TF
149,0.892,Nsync-grv=     41399 Nsync-hyd=      9300  :::::rrDe******************************ttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXE9H[+++++++++++++++++++l""""o??AA01---
150,4.894,Nsync-grv=    579907 Nsync-hyd=    319730  :e**********************************************tttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXeeEEcCJ99999999HHH[[yyy+++"?0001F
151,0.797,Nsync-grv=     41311 Nsync-hyd=      9311  ::::::rrDE***************************************ttttttttttttxxxxxXXXXXXXXXE99H[++++++++++++++++++++++l""""oo??AA)KTF---
152,7.935,Nsync-grv=   1107855 Nsync-hyd=    581830  :**********************************************ttttttttttttttxxxxxXXXXXXXXXXXXXXXeeeEcCC999999999HHHH[yyyy+++??A0000k1TF
153,1.000,Nsync-grv=     41284 Nsync-hyd=      9309  :::rrDE************************tttttttttttttttttttxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXC9[++++++++++++++++++""""o??AA0KF----
154,5.450,Nsync-grv=    580590 Nsync-hyd=    319834  :*****************************************ttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXDeeEcCJ999999HHHH[[[yyy+++l??0001F
155,0.927,Nsync-grv=     41283 Nsync-hyd=      9287  ::::rrDE******************************ttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXE99[++++++++++++++++++++""""oo??A)KF----
156,8.142,Nsync-grv=   1007893 Nsync-hyd=    580932  :****************************************tttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXdeeEEcC99999999HHHH[[[yyy++"?A)000k1T7
157,0.790,Nsync-grv=     41350 Nsync-hyd=      9276  :::::rrDd******************************************ttttttttttttxxxxxxXXXXXXXXXeJ9H[++++++++++++++++++++l""""oo???A0KF---
158,5.056,Nsync-grv=    581314 Nsync-hyd=    319962  :E***********************************************tttttttttttttttxxxxxxxxXXXXXXXXXXXXXeeeEcCJ99999999HHH[[yyy+++"??000kTF
159,0.817,Nsync-grv=     41328 Nsync-hyd=      9259  :::::rrDd********************************************ttttttttttxxxxXXXXXXXXX#C9Hy+++++++++++++++++++++""""oo????A0KF----
160,8.841,Nsync-grv=   1468257 Nsync-hyd=    581002  :***********************************************tttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXeeeECj99999999HHH[[yy++"?A00001TT
161,0.993,Nsync-grv=     41381 Nsync-hyd=      9242  :::::rrDe************************tttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXE9Hy+++++++++++++++++""""o??A)KF----
162,5.068,Nsync-grv=    581754 Nsync-hyd=    319991  :***********************************************ttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXeeeECC99999999HHH[yyy+++l??A00KTF
163,0.911,Nsync-grv=     41288 Nsync-hyd=      9226  :::::rrDe********************************tttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXE99[+++++++++++++++++++++l"""""o??A0KF---
164,8.183,Nsync-grv=   1007905 Nsync-hyd=    580082  r*************************************ttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXeeeEECC9999999HHHHH[[[yyyy++"?A00011T7
165,0.934,Nsync-grv=     41341 Nsync-hyd=      9225  :::::rDe*****************************tttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXE99y++++++++++++++++++++""""oo??A0kF---
166,5.196,Nsync-grv=    582110 Nsync-hyd=    319934  :***********************************************tttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXeeeEc999999999HH[[[yy+++"??0001TF
167,0.882,Nsync-grv=     41353 Nsync-hyd=      9192  :::::rDd*******************************tttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXE99[++++++++++++++++++++""""o???A01F--
168,7.807,Nsync-grv=   1107870 Nsync-hyd=    580171  :****************************************tttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXheeEEcC999999999HHH[[yyy++o?A000011TF
169,0.787,Nsync-grv=     41208 Nsync-hyd=      9144  :::::rDd***********************************ttttttttttttttxxxxxxxxXXXXXXXXXXXe99H+++++++++++++++++++++++l"""""oo??A)0kF--
170,4.731,Nsync-grv=    582728 Nsync-hyd=    320028  :**********************************************tttttttttttttttxxxxxxXXXXXXXXXXXXXeeeEccC99999999HHHH[[[[yyy++++o??000K1F
171,0.730,Nsync-grv=     41020 Nsync-hyd=      9110  :::::rDd***************************************tttttttttttttxxxxxxxXXXXXXXXXE99y+++++++++++++++++++++++++"""""oo??A)K1--
172,7.615,Nsync-grv=   1007940 Nsync-hyd=    579233  :**************************************tttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXeeeECC999999999HHH[[yyy++???A)000011TT
173,0.744,Nsync-grv=     40886 Nsync-hyd=      9078  :::::rDd************************************tttttttttttttttxxxxxxxXXXXXXXXXXXXXE9Hy+++++++++++++++++++++l"""""o???A)K1--
174,4.566,Nsync-grv=    583503 Nsync-hyd=    320148  :************************************************tttttttttttttttxxxxxxxxxxxxxXXXXXXXeeeEcC99999999HHHH[[[[yy++++"?A0011F
175,0.816,Nsync-grv=     40706 Nsync-hyd=      9045  ::::rrD**********************************tttttttttttttttxxxxxxxxxXXXXXXXXXXXXe99Hy+++++++++++++++++++++++"""""o??AA0K7--
176,7.468,Nsync-grv=   1297604 Nsync-hyd=    579357  r****************************************************ttttttttttttxxxxXXXXXXXXXXXeeeEccC9999999999HHHH[[yyyy+++?A0000111T
177,1.031,Nsync-grv=     40493 Nsync-hyd=      8987  ::::rDE******************ttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXe9H[+++++++++++++++""""o??AKT--
178,4.684,Nsync-grv=    584225 Nsync-hyd=    320303  :**********************************************tttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXeeEEccCj99999999HHH[yy++++o?A001TF
179,0.654,Nsync-grv=     40254 Nsync-hyd=      8931  ::::::rDd**********************************************tttttttttxxxXXXXXXXXe999++++++++++++++++++++++++"""""oo????AIK1--
180,7.502,Nsync-grv=   1007968 Nsync-hyd=    578492  :****************************************ttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXeeeECJ99999999HHHH[[[yyyy++"??AA000011T7
181,0.709,Nsync-grv=     40059 Nsync-hyd=      8873  ::::::rDe**************************************tttttttttttttxxxxXXXXXXXXXXXXXC9Hy+++++++++++++++++++++++l"""""o???A)K1F-
182,4.566,Nsync-grv=    584932 Nsync-hyd=    320460  :***********************************************ttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXeeeEC999999999HHH[[yyy+++lo?A00117
183,0.754,Nsync-grv=     39950 Nsync-hyd=      8821  :::::rrDd***********************************tttttttttttttxxxxxxXXXXXXXXXXXE99y+++++++++++++++++++++++l"""""oo??A)KT-----
184,7.433,Nsync-grv=   1107824 Nsync-hyd=    578607  r*********************************************tttttttttttttttxxxxxxxXXXXXXXXXXXXXXeeeEEC999999999HHHH[[yyy++"?AA000K11T7
185,0.707,Nsync-grv=     39820 Nsync-hyd=      8784  ::::::rrDE*****************************************ttttttttttxxXXXXXXXXXDc99Hy+++++++++++++++++++++++""""""o??AA)K1F----
186,4.718,Nsync-grv=    585785 Nsync-hyd=    320626  :************************************************ttttttttttttttxxxxxxxXXXXXXXXXXXDeeEECC9999999HHHH[[[yyyy++++o??00001TF
187,0.836,Nsync-grv=     39800 Nsync-hyd=      8739  :::::rrd*****************************tttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXdJ9H+++++++++++++++++++++l""""o???A0kF--
188,7.270,Nsync-grv=   1007990 Nsync-hyd=    577704  :*****************************************ttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXeeeEEcCC999999999HHH[[yyyy++??AA000111T7
189,0.792,Nsync-grv=     39626 Nsync-hyd=      8691  ::::::rDd********************************ttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXc99y+++++++++++++++++++l""""oo??A)KT----
190,4.564,Nsync-grv=    586657 Nsync-hyd=    320860  :*************************************************tttttttttttttttxxxxxxxxxxxXXXXXXXXXheeEcC999999999HHH[[yyy+++"??)00117
191,0.740,Nsync-grv=     39420 Nsync-hyd=      8666  ::::::rDE*********************************tttttttttttttttxxxxxxxxXXXXXXXXXXXXXe99Hy++++++++++++++++++++++"""""o???A)K1F-
192,7.637,Nsync-grv=   1600000 Nsync-hyd=    577815  r************************************************************ttttttttttxxxxXXXXXXXBeeeEcJ99999999HHH[[[yyy++"?A0000111T7
193,0.951,Nsync-grv=     39413 Nsync-hyd=      8635  :::::rDE************************tttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXE9Hy+++++++++++++++++""""""oo?AAAK1F---
194,4.898,Nsync-grv=    587480 Nsync-hyd=    321078  :*****************************************ttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXheeEcC9999999HHHH[[yyy+++"??)00117
195,0.753,Nsync-grv=     39288 Nsync-hyd=      8634  :::::rDd**********************************tttttttttttttttxxxxxxxxxXXXXXXXXXXXXXe99[+++++++++++++++++++++""""oo????A0kF--
196,7.474,Nsync-grv=   1008098 Nsync-hyd=    576862  r******************************************tttttttttttttttxxxxxxXXXXXXXXXXXXXXeeeEEcCC99999999HHHH[[[yyyy++o?AA000011TTF
197,0.836,Nsync-grv=     39154 Nsync-hyd=      8595  ::::rrrDE****************************ttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXDC9Hy+++++++++++++++++++""""oo???A)KTF----
198,4.925,Nsync-grv=    588260 Nsync-hyd=    321258  :E********************************************tttttttttttttttxxxxxxxxxxxxXXXXXXXXXeeeEEcCC9999999HHHH[[[yyy++++"?A0011TF
199,0.852,Nsync-grv=     39120 Nsync-hyd=      8568  ::::rrrDe***************************ttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXe9Hy+++++++++++++++++++++l""""oo??AA01F----
200,7.415,Nsync-grv=   1107802 Nsync-hyd=    576961  r********************************************tttttttttttttttxxxxxxXXXXXXXXXXXXXXheeeECJ99999999HHHH[[yyyy++??AA0000111T7
201,0.895,Nsync-grv=     39070 Nsync-hyd=      8520  ::::rrD*************************tttttttttttttttttxxxxxxxxxxxxxxxxxxXXXXXXXXXXC9[+++++++++++++++++++++++++++""""o??A)KF--
202,4.625,Nsync-grv=    588957 Nsync-hyd=    321375  :***********************************************ttttttttttttttttxxxxxxXXXXXXXXXXXXXdeeEECJ9999999HHHH[[yy++++"?A000011TF
203,0.773,Nsync-grv=     39082 Nsync-hyd=      8492  ::::::rDE******************************ttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXE9H[+++++++++++++++++++++"""""o??AAK1---
204,7.812,Nsync-grv=   1008157 Nsync-hyd=    576045  r**************************************ttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXeeeEEcCC99999999HHHH[[[yyyy++"?AA0000111T7
205,0.744,Nsync-grv=     39035 Nsync-hyd=      8472  :::::rrDEe********************************ttttttttttttttxxxxxXXXXXXXXXXXXXXe99[++++++++++++++++++++++++"""""oo???A0K1F--
206,4.718,Nsync-grv=    589463 Nsync-hyd=    321332  :**********************************************ttttttttttttttttxxxxxxxXXXXXXXXXXXXXXeeeEcC99999999HHH[[yyy++++"??A0011TF
207,0.759,Nsync-grv=     38949 Nsync-hyd=      8451  ::::::rrDE**********************************tttttttttttxxxxxXXXXXXXXXXEC9H[y+++++++++++++++++++++++l"""""oo?????A)K1----
208,7.572,Nsync-grv=   1297845 Nsync-hyd=    576149  :*************************************************ttttttttttttttxxxxxXXXXXXXXXXXXXheeeEC999999999HHHH[[[yyy++"?A000111T7
209,0.763,Nsync-grv=     39066 Nsync-hyd=      8464  :::::rDE***************************ttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXC9H+++++++++++++++++++++l""""oo??A)K7--
210,4.404,Nsync-grv=    589759 Nsync-hyd=    321209  :e*****************************************************tttttttttttttxxxxxxXXXXXXXXXeeeEcC999999999HHH[[yyy+++"??A00K11TF
211,0.800,Nsync-grv=     39149 Nsync-hyd=      8487  :::::rrDE***************************tttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXE9Hy++++++++++++++++++++""""oo????A0KF----
212,7.129,Nsync-grv=   1008208 Nsync-hyd=    575251  r******************************************ttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXeeeEcC999999999HHH[[yyy++"??A0001111T7
213,0.853,Nsync-grv=     39164 Nsync-hyd=      8499  :::::rrDe***************************ttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXDC9Hy++++++++++++++++++++""""oo??A)KF----
214,4.664,Nsync-grv=    589840 Nsync-hyd=    320928  :e*********************************************ttttttttttttttttxxxxxxxxxXXXXXXXXXXXXeeEEccC999999999HH[[yy++++"?A00011TF
215,0.782,Nsync-grv=     39301 Nsync-hyd=      8528  :::::::rDE**********************************ttttttttttttxxxxxxXXXXXXXXXXXeC9H[++++++++++++++++++++++++""""oo?????A0KTF--
216,7.409,Nsync-grv=   1107759 Nsync-hyd=    575390  r*******************************************tttttttttttttttttxxxxxxxXXXXXXXXXXXXXXX#eeeECj999999999HH[[yy+++o?AA000111T7
217,0.859,Nsync-grv=     39507 Nsync-hyd=      8559  :::::rrD*****************************ttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXc9Hy+++++++++++++++++++++++"""""o???A01F--
218,5.114,Nsync-grv=    589781 Nsync-hyd=    320499  :**************************************tttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXeeeEC9999999HHH[[yyy+++o?A0011T7
219,0.807,Nsync-grv=     39598 Nsync-hyd=      8580  :::::rrDE********************************tttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXC9H+++++++++++++++++++l""""oo??A0kF---
220,7.234,Nsync-grv=   1008342 Nsync-hyd=    574450  r******************************************ttttttttttttttttxxxxxxxXXXXXXXXXXXXXXeeeEcC9999999999HHH[[yyy+++??A)0001111T7
221,0.759,Nsync-grv=     39718 Nsync-hyd=      8595  :::::rrDE*************************************ttttttttttttxxxxxxXXXXXXXXXXXe99[++++++++++++++++++++++l"""""o??AA0KF-----
222,5.208,Nsync-grv=    589786 Nsync-hyd=    320142  :********************************************tttttttttttttttxxxxxxxxxxxXXXXXXXXXeeEEccC9999999HHH[[[[[yyy+++"???A00011T7
223,0.851,Nsync-grv=     39745 Nsync-hyd=      8601  :::::rrD**************************tttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXeC9[y++++++++++++++++++++""""""o??)KF--
224,7.450,Nsync-grv=   1468444 Nsync-hyd=    574588  :*******************************************************tttttttttttttxxxxxxXXXXXXXXXXeeeEC9999999999HHH[yy+++o?A00K111T7
225,0.696,Nsync-grv=     39766 Nsync-hyd=      8602  ::::::rDE***************************************tttttttttttxxxxxxxxxxXXXXXXe99[++++++++++++++++++++++""""""""oo???)0K7--
226,4.853,Nsync-grv=    589934 Nsync-hyd=    319884  :*********************************************ttttttttttttttttxxxxxxxxxxxxXXXXXXXXXeeEcC9999999HHHH[[[yy++++o??A000K11T7
227,0.754,Nsync-grv=     39800 Nsync-hyd=      8608  :::::rrrDE************************************ttttttttttttxxxxXXXXXXXXXXXXc99[+++++++++++++++++++++++"""""oo??AAW1F-----
228,7.453,Nsync-grv=   1008407 Nsync-hyd=    573659  :****************************************tttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXaeeeEcC99999999HHHH[[yyyy++??A0001111T7
229,0.738,Nsync-grv=     39845 Nsync-hyd=      8620  :::::rrDe************************************ttttttttttttttxxxxxxxxxXXXXXXXXXXXe99y+++++++++++++++++++++""""""o??A)KT---
230,4.685,Nsync-grv=    590181 Nsync-hyd=    319721  :**********************************************ttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXeeeEcC99999999HHH[[yy+++"??A00111T7
231,0.819,Nsync-grv=     39846 Nsync-hyd=      8650  :::::rrDde********************************tttttttttttttxxxxxxxxxxXXXXXXXXXc9H+++++++++++++++++++++++++""""""o???AKkF----
232,7.437,Nsync-grv=   1107755 Nsync-hyd=    573820  :********************************************ttttttttttttttttxxxxxxxXXXXXXXXXXXXXXBeeeECJ99999999HHHH[yyy++"??A0001111TT
233,0.822,Nsync-grv=     39904 Nsync-hyd=      8658  ::::rrrDe****************************tttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXh99[+++++++++++++++++++"""""o???A01F---
234,4.626,Nsync-grv=    590501 Nsync-hyd=    319607  :************************************************tttttttttttttttxxxxxxxxxxxXXXXXXXXeeeEcC99999999HHH[[yy+++lo??A00111TTF
235,0.759,Nsync-grv=     39906 Nsync-hyd=      8641  :::::rDd**************************************tttttttttttttxxxxxxxXXXXXXXXXXXBJ9Hy++++++++++++++++++++l"""""oo??AA0KF---
236,7.196,Nsync-grv=   1008511 Nsync-hyd=    572856  :******************************************ttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXheeeECJ999999999HHH[[yyy++o?AA0001111TT
237,0.937,Nsync-grv=     39962 Nsync-hyd=      8639  ::::rDE***********************tttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXE9H+++++++++++++++++++""""o??A0kF--
238,5.078,Nsync-grv=    590848 Nsync-hyd=    319503  :*****************************************tttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXXXeeEccC9999999HHHH[yyyy+++"?AA00111TF
239,0.756,Nsync-grv=     40107 Nsync-hyd=      8647  ::::::rDE*************************************ttttttttttttttxxxxxxXXXXXXXXXXXXe99H+++++++++++++++++++++++"""""o???A)K7--
240,7.718,Nsync-grv=   1298157 Nsync-hyd=    573047  r***********************************************tttttttttttttttxxxxxXXXXXXXXXXXXXXeeeEcC999999999HHH[[yy+++o?A00001111T7
241,0.782,Nsync-grv=     40166 Nsync-hyd=      8652  :::::rDd*********************************tttttttttttttttxxxxxxxxXXXXXXXXXXXXXXe99[++++++++++++++++++++++l""""oo??AA01F--
242,4.924,Nsync-grv=    591247 Nsync-hyd=    319410  :********************************************ttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXeeEEcCJ99999999HH[[[yyy+++"?AA00111TF
243,0.746,Nsync-grv=     40363 Nsync-hyd=      8700  :::::rrDe**********************************ttttttttttttttxxxxxxxxxXXXXXXXXXXXe99H+++++++++++++++++++++++"""""oo??AA01F--
244,7.212,Nsync-grv=   1008643 Nsync-hyd=    572091  :******************************************ttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXeeeEcC999999999HHHH[yyy++"?AA0001111T7
245,0.873,Nsync-grv=     40545 Nsync-hyd=      8767  :::::::rrDe*****************************ttttttttttttttxxxxxxxXXXXXXXXXXXXXEcc9HH[[yy+++++++++++++++++++l""""o??A)KT-----
246,4.879,Nsync-grv=    591517 Nsync-hyd=    319251  :******************************************ttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXBeeec99999999HHH[[yy++++o?A0011117
247,0.825,Nsync-grv=     40665 Nsync-hyd=      8838  ::::::rDDE********************************tttttttttttttttxxxxxxxxxXXXXXXXXXXXXXe99[++++++++++++++++++++l""""oo??AIK1F---
248,7.744,Nsync-grv=   1107737 Nsync-hyd=    572283  r******************************************tttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXeeeEC999999999HHH[[yyy++"?A0001111T7
249,0.694,Nsync-grv=     40873 Nsync-hyd=      8885  ::::::rDE******************************************tttttttttttxxxxxXXXXXXXXXXe99H++++++++++++++++++++++++"""""oo??A)0kF-
250,5.235,Nsync-grv=    591800 Nsync-hyd=    319090  :****************************************tttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXXeeEcC9999999HHHH[[yyyy++l??AA000111TTF
251,1.090,Nsync-grv=     41020 Nsync-hyd=      8922  ::::rD****************tttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXC9[y++++++++++++++l"""o??AKT--
252,7.518,Nsync-grv=   1008722 Nsync-hyd=    571336  :****************************************tttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXeeEEcccCC99999999HHHH[[yyy++"?AA0001111T7
253,0.868,Nsync-grv=     41155 Nsync-hyd=      8949  :::::rDe****************************ttttttttttttttttttxxxxxxxxxxxxxxxxxxxXXXXXXXXXXe9H[+++++++++++++++++++""""oo??AIK7--
254,5.359,Nsync-grv=    592247 Nsync-hyd=    318981  :**************************************tttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXeeEEcCC999999HHHH[[[[yyy++++??AI000111TF
255,0.909,Nsync-grv=     41477 Nsync-hyd=      8996  ::::rrrd*********************************ttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXbC9Hy++++++++++++++++++""""o???)KT-----
256,8.015,Nsync-grv=   1600000 Nsync-hyd=    571518  r*****************************************************ttttttttttttttxxxxxxxXXXXXXXXXXXeeeEC999999999HH[yyy++?AA0001111T7
257,0.769,Nsync-grv=     41589 Nsync-hyd=      9039  :::::rrDE****************************************ttttttttttttxxxxxXXXXXXXXXXX#C9Hy++++++++++++++++++++"""""oo??AAIKT----
258,4.812,Nsync-grv=    592627 Nsync-hyd=    318900  :************************************************ttttttttttttttxxxxxxxxxxXXXXXXXeeeEcC9999999HHHH[[[[yy++++"??A0001111T7
259,0.945,Nsync-grv=     41639 Nsync-hyd=      9090  ::::rrd*************************tttttttttttttttttttxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXC9[y+++++++++++++++++l""""??A)KT---
